Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID
22149004,Taste And Toast,Raiganj Locality,Raiganj,7254545561,"09:43 PM, September 08 2025",Delivered,Zomato Delivery,<1km,1 x Paneer Kurkure [6 Pieces],,40% off upto Rs.80,240,0,80,0,0,0,160,,,,,,42.30,32.1,Correctly,,373ed10fd3b25c823652e5d481a5c7f7095431994dc0fd7747c319bebf3b6bb7
22149004,Taste And Toast,Raiganj Locality,Raiganj,7240946382,"09:29 PM, September 08 2025",Delivered,Zomato Delivery,1km,"1 x Mutton Handi Biryani [2 Pieces], 1 x Dal Makhani with 2 Laccha Paratha",,Flat Rs.100 off,540,0,100,0,0,0,440,,,,,,42.82,35.5,Incorrectly,,c667c23b1ce1258e99458f9be4b7eb3f540d6f1d276c7ff8df801b3e25710a57
22149004,Taste And Toast,Raiganj Locality,Raiganj,7253252474,"09:29 PM, September 08 2025",Delivered,Zomato Delivery,3km,1 x Veg Pulao with Mutton Kosha [2 Pieces],,40% off upto Rs.80,235,0,80,0,0,0,155,4.0,,,,,15.63,7.3,Correctly,,a1175a310fed0382196c9da24e98a387cdf132e33201e69924329f60dff1fec2
22149004,Taste And Toast,Raiganj Locality,Raiganj,7252157900,"09:11 PM, September 08 2025",Delivered,Zomato Delivery,<1km,1 x Veg Pulao with Mutton Kosha [2 Pieces],,40% off upto Rs.80,235,0,80,0,0,0,155,,,,,,13.97,7.5,Correctly,,97b85d5d5342bbc93fedcdf34ae73a9bd693e92168e0c0af9382abacb3b1b7ab
22149004,Taste And Toast,Raiganj Locality,Raiganj,7250582730,"08:13 PM, September 08 2025",Delivered,Zomato Delivery,1km,1 x Chicken Handi Biryani [2 Pieces],,40% off upto Rs.80,210,0,80,0,0,0,130,,,,,,30.35,19.0,Correctly,,ae2f38da4cbaec0b7406dda1a0d245a7b828107d506cbfe274a1788a325096a6
22149004,Taste And Toast,Raiganj Locality,Raiganj,7255010513,"05:24 PM, September 08 2025",Delivered,Zomato Delivery,6km,1 x Chicken Handi Biryani [2 Pieces],Item: add raita please,40% off upto Rs.80,210,0,80,0,0,0,130,,,,,,34.95,27.3,Correctly,,4c3358dc8e87c5193dd0a361e69bba4b574dbbe37c58f51711a10634664530ba
22149004,Taste And Toast,Raiganj Locality,Raiganj,7253199076,"01:40 PM, September 08 2025",Delivered,Zomato Delivery,2km,1 x Mutton Khichuri,,40% off upto Rs.80,260,0,80,0,0,0,180,,,,,,43.33,34.4,Correctly,,dca34527dccc0cea618aa6307c2e2a25d1da62c4a85cfcfd2230a9ee2df42dbf
22149004,Taste And Toast,Raiganj Locality,Raiganj,7245491611,"05:52 PM, September 06 2025",Delivered,Zomato Delivery,<1km,1 x Fried Prawns [10 Pieces],,30% off upto Rs.100,280,0,84,0,0,0,196,,,,,,24.27,19.1,Correctly,,3af009b0e5664c4577c6634f005db0ddabb613626412a41ac817b04840a234cd
22149004,Taste And Toast,Raiganj Locality,Raiganj,7234505399,"09:29 PM, September 05 2025",Delivered,Zomato Delivery,<1km,"1 x Chicken Seekh Kabab [6 Pieces], 1 x Oreo Shake",,30% off upto Rs.100,345,0,100,0,0,0,245,,,,,,50.82,42.2,Correctly,,373ed10fd3b25c823652e5d481a5c7f7095431994dc0fd7747c319bebf3b6bb7
22149004,Taste And Toast,Raiganj Locality,Raiganj,7234842061,"02:56 PM, September 04 2025",Delivered,Zomato Delivery,2km,1 x Chicken 65 [10 Pieces],Item: container e diben plz,40% off upto Rs.80,210,0,80,0,0,0,130,5.0,,,,,9.88,10.0,Correctly,,43839ef885560d395cc284364e8ac461fada2cd197ad921086757b8ed09d0e4f
22149004,Taste And Toast,Raiganj Locality,Raiganj,7232587360,"02:56 PM, September 03 2025",Delivered,Zomato Delivery,2km,1 x Mutton Handi Biryani [2 Pieces],,40% off upto Rs.80,270,0,80,0,0,0,190,,,,,,,30.0,Missed,,154896a3ef5be1843d1cec3642e9f031e5b99994f78a65fcd2398ee10b20ab76
22149004,Taste And Toast,Raiganj Locality,Raiganj,7225069111,"10:29 PM, September 02 2025",Delivered,Zomato Delivery,<1km,1 x Chicken 65 [10 Pieces],,40% off upto Rs.80,210,0,80,0,0,0,130,5.0,,,,,6.28,0.7,Correctly,,210e0a628f05a487cb63f3ba96ade49efd3feb9b6fd51ecd2a79cd55238e1200
22149004,Taste And Toast,Raiganj Locality,Raiganj,7234319033,"10:07 PM, September 02 2025",Delivered,Zomato Delivery,<1km,1 x Mutton Tadka with 2 Tandoori Roti with Salad,Item: tadka ta ekdom light kore banaben...,40% off upto Rs.80,270,0,80,0,0,0,190,,,,,,17.65,9.4,Correctly,,fe91790e40ff6d98d31e7d41c8640ce10185312d53cb027742b0513c788c7bce
22149004,Taste And Toast,Raiganj Locality,Raiganj,7231485713,"10:05 PM, September 02 2025",Delivered,Zomato Delivery,1km,1 x Chicken 65 [10 Pieces],,40% off upto Rs.80,210,0,80,0,0,0,130,,,,,,30.55,21.1,Correctly,,2e71859522a58d8f3d8d5d0c7307ed0f9f1d7682fc71e19fc0e000ab303af85c
22149004,Taste And Toast,Raiganj Locality,Raiganj,7212434687,"07:04 PM, September 01 2025",Delivered,Zomato Delivery,6km,"1 x Dal Makhani with 2 Laccha Paratha, 1 x Mutton Raan Mandi [3 Pieces], 1 x Chicken Handi Biryani [2 Pieces]",,Flat Rs.100 off,930,0,100,0,0,0,830,5.0,awesome food ,,,,21.63,4.5,Incorrectly,,153c988ceeeac153297134283acd5df32df1c418f48c608dd64938a35c87408b
